filename,width,height,class,xmin,ymin,xmax,ymax
Tincion_Cut_Training_mp4-78_jpg.rf.f280999c1a68ed2bca9be83d886b8a4f.jpg,416,416,cyanobacteria,287,377,304,409
Tincion_Cut_Training_mp4-78_jpg.rf.f280999c1a68ed2bca9be83d886b8a4f.jpg,416,416,cyanobacteria,215,375,242,416
Tincion_Cut_Training_mp4-78_jpg.rf.f280999c1a68ed2bca9be83d886b8a4f.jpg,416,416,cyanobacteria,222,292,245,332
Tincion_Cut_Training_mp4-78_jpg.rf.f280999c1a68ed2bca9be83d886b8a4f.jpg,416,416,cyanobacteria,277,108,293,139
Tincion_Cut_Training_mp4-27_jpg.rf.f81ce07e6276f56594867101ea7c08f8.jpg,416,416,bubble,88,133,102,156
Tincion_Cut_Training_mp4-27_jpg.rf.f81ce07e6276f56594867101ea7c08f8.jpg,416,416,cyanobacteria,133,188,147,209
Tincion_Cut_Training_mp4-27_jpg.rf.f81ce07e6276f56594867101ea7c08f8.jpg,416,416,bubble,255,181,271,210
Tincion_Cut_Training_mp4-27_jpg.rf.f81ce07e6276f56594867101ea7c08f8.jpg,416,416,bubble,262,210,275,231
Tincion_Cut_Training_mp4-27_jpg.rf.f81ce07e6276f56594867101ea7c08f8.jpg,416,416,bubble,180,259,191,278
Tincion_Cut_Training_mp4-27_jpg.rf.f81ce07e6276f56594867101ea7c08f8.jpg,416,416,cyanobacteria,11,250,22,267
Tincion_Cut_Training_mp4-27_jpg.rf.f81ce07e6276f56594867101ea7c08f8.jpg,416,416,cyanobacteria,0,230,13,253
Tincion_Cut_Training_mp4-27_jpg.rf.f81ce07e6276f56594867101ea7c08f8.jpg,416,416,bubble,191,378,206,399
Tincion_Cut_Training_mp4-27_jpg.rf.f81ce07e6276f56594867101ea7c08f8.jpg,416,416,bubble,311,160,321,181
Tincion_Cut_Training_mp4-27_jpg.rf.f81ce07e6276f56594867101ea7c08f8.jpg,416,416,bubble,278,98,292,120
Tincion_Cut_Training_mp4-27_jpg.rf.f81ce07e6276f56594867101ea7c08f8.jpg,416,416,cyanobacteria,129,285,145,312
Tincion_Cut_Training_mp4-27_jpg.rf.f81ce07e6276f56594867101ea7c08f8.jpg,416,416,cumulus,50,279,86,340
Tincion_Cut_Training_mp4-27_jpg.rf.f81ce07e6276f56594867101ea7c08f8.jpg,416,416,bubble,15,400,25,414
Tincion_Cut_Training_mp4-27_jpg.rf.f81ce07e6276f56594867101ea7c08f8.jpg,416,416,cyanobacteria,266,274,287,305
Tincion_Cut_Training_mp4-27_jpg.rf.f81ce07e6276f56594867101ea7c08f8.jpg,416,416,bubble,347,178,362,202
Tincion_Cut_Training_mp4-27_jpg.rf.f81ce07e6276f56594867101ea7c08f8.jpg,416,416,cyanobacteria,405,260,414,275
Tincion_Cut_Training_mp4-27_jpg.rf.f81ce07e6276f56594867101ea7c08f8.jpg,416,416,cyanobacteria,368,242,390,278
Tincion_Cut_Training_mp4-27_jpg.rf.f81ce07e6276f56594867101ea7c08f8.jpg,416,416,cyanobacteria,325,294,343,326
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,cyanobacteria,12,8,43,56
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,bubble,48,28,77,72
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,cumulus,67,82,91,124
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,cyanobacteria,119,17,155,61
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,cyanobacteria,164,47,185,80
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,cyanobacteria,203,51,224,82
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,cyanobacteria,99,154,122,186
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,cyanobacteria,79,184,100,218
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,bubble,158,124,175,151
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,bubble,184,152,204,183
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,bubble,244,97,262,132
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,bubble,300,135,320,162
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,bubble,296,88,308,108
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,cyanobacteria,266,100,289,141
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,bubble,98,315,113,339
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,cyanobacteria,82,379,107,416
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,cyanobacteria,239,377,266,413
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,bubble,280,244,297,271
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,cyanobacteria,275,188,301,227
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,cyanobacteria,321,127,349,166
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,cyanobacteria,324,190,349,231
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,cyanobacteria,278,150,298,182
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,cyanobacteria,336,341,351,364
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,bubble,389,234,406,259
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,cyanobacteria,380,107,406,149
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,cumulus,313,0,357,60
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,bubble,357,332,371,355
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,bubble,201,326,213,347
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,bubble,146,373,160,393
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,bubble,158,280,172,305
Tincion_Cut_Training_mp4-75_jpg.rf.f262d4566c1b77b381ec810239fc599d.jpg,416,416,bubble,195,276,207,296
Tincion_Cut_Training_mp4-106_jpg.rf.f8950f93052cf65a9e62af75d0b86f5a.jpg,416,416,cumulus,138,314,208,416
Tincion_Cut_Training_mp4-106_jpg.rf.f8950f93052cf65a9e62af75d0b86f5a.jpg,416,416,bubble,101,59,113,89
Tincion_Cut_Training_mp4-106_jpg.rf.f8950f93052cf65a9e62af75d0b86f5a.jpg,416,416,bubble,135,162,149,187
Tincion_Cut_Training_mp4-106_jpg.rf.f8950f93052cf65a9e62af75d0b86f5a.jpg,416,416,bubble,399,319,415,346
Tincion_Cut_Training_mp4-106_jpg.rf.f8950f93052cf65a9e62af75d0b86f5a.jpg,416,416,bubble,336,383,343,400
Tincion_Cut_Training_mp4-106_jpg.rf.f8950f93052cf65a9e62af75d0b86f5a.jpg,416,416,bubble,336,396,356,416
Tincion_Cut_Training_mp4-106_jpg.rf.f8950f93052cf65a9e62af75d0b86f5a.jpg,416,416,bubble,204,196,217,223
Tincion_Cut_Training_mp4-23_jpg.rf.f8f97c5212f1b991c6c70501b9fd877c.jpg,416,416,bubble,33,234,43,253
Tincion_Cut_Training_mp4-23_jpg.rf.f8f97c5212f1b991c6c70501b9fd877c.jpg,416,416,cyanobacteria,15,272,27,293
Tincion_Cut_Training_mp4-23_jpg.rf.f8f97c5212f1b991c6c70501b9fd877c.jpg,416,416,bubble,104,308,110,321
Tincion_Cut_Training_mp4-23_jpg.rf.f8f97c5212f1b991c6c70501b9fd877c.jpg,416,416,bubble,119,284,127,299
Tincion_Cut_Training_mp4-23_jpg.rf.f8f97c5212f1b991c6c70501b9fd877c.jpg,416,416,bubble,140,211,153,234
Tincion_Cut_Training_mp4-23_jpg.rf.f8f97c5212f1b991c6c70501b9fd877c.jpg,416,416,bubble,20,346,36,370
Tincion_Cut_Training_mp4-23_jpg.rf.f8f97c5212f1b991c6c70501b9fd877c.jpg,416,416,bubble,22,316,37,341
Tincion_Cut_Training_mp4-23_jpg.rf.f8f97c5212f1b991c6c70501b9fd877c.jpg,416,416,bubble,342,255,355,279
Tincion_Cut_Training_mp4-23_jpg.rf.f8f97c5212f1b991c6c70501b9fd877c.jpg,416,416,bubble,367,156,379,179
Tincion_Cut_Training_mp4-23_jpg.rf.f8f97c5212f1b991c6c70501b9fd877c.jpg,416,416,bubble,298,197,308,214
Tincion_Cut_Training_mp4-23_jpg.rf.f8f97c5212f1b991c6c70501b9fd877c.jpg,416,416,cyanobacteria,269,323,282,346
Tincion_Cut_Training_mp4-23_jpg.rf.f8f97c5212f1b991c6c70501b9fd877c.jpg,416,416,cumulus,263,359,283,391
Tincion_Cut_Training_mp4-23_jpg.rf.f8f97c5212f1b991c6c70501b9fd877c.jpg,416,416,cyanobacteria,104,183,122,214
Tincion_Cut_Training_mp4-23_jpg.rf.f8f97c5212f1b991c6c70501b9fd877c.jpg,416,416,bubble,67,70,77,88
Tincion_Cut_Training_mp4-23_jpg.rf.f8f97c5212f1b991c6c70501b9fd877c.jpg,416,416,cyanobacteria,116,212,137,243
Tincion_Cut_Training_mp4-23_jpg.rf.f8f97c5212f1b991c6c70501b9fd877c.jpg,416,416,bubble,192,405,203,416
Tincion_Cut_Training_mp4-11_jpg.rf.ffc3484168c07867c4bb552d99662130.jpg,416,416,cyanobacteria,107,82,124,110
Tincion_Cut_Training_mp4-11_jpg.rf.ffc3484168c07867c4bb552d99662130.jpg,416,416,bubble,95,9,110,39
Tincion_Cut_Training_mp4-11_jpg.rf.ffc3484168c07867c4bb552d99662130.jpg,416,416,bubble,226,234,240,261
Tincion_Cut_Training_mp4-11_jpg.rf.ffc3484168c07867c4bb552d99662130.jpg,416,416,cyanobacteria,142,263,154,285
Tincion_Cut_Training_mp4-11_jpg.rf.ffc3484168c07867c4bb552d99662130.jpg,416,416,bubble,265,74,284,112
Tincion_Cut_Training_mp4-11_jpg.rf.ffc3484168c07867c4bb552d99662130.jpg,416,416,unidentified,207,257,221,282
Tincion_Cut_Training_mp4-11_jpg.rf.ffc3484168c07867c4bb552d99662130.jpg,416,416,bubble,226,301,238,326
Tincion_Cut_Training_mp4-11_jpg.rf.ffc3484168c07867c4bb552d99662130.jpg,416,416,bubble,280,34,296,64
Tincion_Cut_Training_mp4-11_jpg.rf.ffc3484168c07867c4bb552d99662130.jpg,416,416,cyanobacteria,184,277,194,302
Tincion_Cut_Training_mp4-11_jpg.rf.ffc3484168c07867c4bb552d99662130.jpg,416,416,bubble,102,148,123,182
Tincion_Cut_Training_mp4-11_jpg.rf.ffc3484168c07867c4bb552d99662130.jpg,416,416,cyanobacteria,399,52,413,73
Tincion_Cut_Training_mp4-11_jpg.rf.ffc3484168c07867c4bb552d99662130.jpg,416,416,cumulus,181,14,205,53
Tincion_Cut_Training_mp4-11_jpg.rf.ffc3484168c07867c4bb552d99662130.jpg,416,416,bubble,183,56,190,67
Tincion_Cut_Training_mp4-11_jpg.rf.ffc3484168c07867c4bb552d99662130.jpg,416,416,cumulus,187,205,216,243
Tincion_Cut_Training_mp4-11_jpg.rf.ffc3484168c07867c4bb552d99662130.jpg,416,416,unidentified,157,221,181,257
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,bubble,11,207,26,233
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,bubble,4,233,21,259
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,cyanobacteria,7,262,26,294
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,bubble,55,255,67,276
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,bubble,115,225,127,249
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,bubble,216,126,232,153
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,cyanobacteria,180,348,202,382
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,cyanobacteria,209,350,233,392
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,cumulus,10,300,80,414
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,bubble,30,223,43,246
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,cumulus,19,2,47,44
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,bubble,255,54,269,77
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,bubble,328,20,338,38
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,bubble,342,72,350,87
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,bubble,355,37,367,59
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,bubble,315,259,329,281
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,cyanobacteria,325,209,338,235
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,cyanobacteria,310,228,329,257
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,cyanobacteria,307,205,321,231
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,cyanobacteria,293,386,313,416
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,cyanobacteria,337,353,348,372
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,bubble,379,296,389,312
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,bubble,381,313,397,342
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,cyanobacteria,289,328,304,364
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,cyanobacteria,312,282,318,293
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,cyanobacteria,32,54,49,82
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,cyanobacteria,63,98,73,113
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,cyanobacteria,346,121,366,157
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,cyanobacteria,347,188,374,239
Tincion_Cut_Training_mp4-53_jpg.rf.f74661e7de252f664cb2a3bea7054be7.jpg,416,416,bubble,153,80,169,112
Tincion_Cut_Training_mp4-57_jpg.rf.fa5903508b3c001c95e4b2b0e4df625e.jpg,416,416,cyanobacteria,18,188,36,219
Tincion_Cut_Training_mp4-57_jpg.rf.fa5903508b3c001c95e4b2b0e4df625e.jpg,416,416,cyanobacteria,58,212,80,250
Tincion_Cut_Training_mp4-57_jpg.rf.fa5903508b3c001c95e4b2b0e4df625e.jpg,416,416,cyanobacteria,114,346,130,381
Tincion_Cut_Training_mp4-57_jpg.rf.fa5903508b3c001c95e4b2b0e4df625e.jpg,416,416,cyanobacteria,97,338,110,361
Tincion_Cut_Training_mp4-57_jpg.rf.fa5903508b3c001c95e4b2b0e4df625e.jpg,416,416,bubble,93,266,110,298
Tincion_Cut_Training_mp4-57_jpg.rf.fa5903508b3c001c95e4b2b0e4df625e.jpg,416,416,bubble,135,290,146,311
Tincion_Cut_Training_mp4-57_jpg.rf.fa5903508b3c001c95e4b2b0e4df625e.jpg,416,416,bubble,74,385,86,403
Tincion_Cut_Training_mp4-57_jpg.rf.fa5903508b3c001c95e4b2b0e4df625e.jpg,416,416,cyanobacteria,160,125,174,147
Tincion_Cut_Training_mp4-57_jpg.rf.fa5903508b3c001c95e4b2b0e4df625e.jpg,416,416,cyanobacteria,202,138,213,160
Tincion_Cut_Training_mp4-57_jpg.rf.fa5903508b3c001c95e4b2b0e4df625e.jpg,416,416,bubble,198,168,209,184
Tincion_Cut_Training_mp4-57_jpg.rf.fa5903508b3c001c95e4b2b0e4df625e.jpg,416,416,bubble,111,81,130,114
Tincion_Cut_Training_mp4-57_jpg.rf.fa5903508b3c001c95e4b2b0e4df625e.jpg,416,416,cyanobacteria,136,78,158,112
Tincion_Cut_Training_mp4-57_jpg.rf.fa5903508b3c001c95e4b2b0e4df625e.jpg,416,416,bubble,159,8,173,36
Tincion_Cut_Training_mp4-57_jpg.rf.fa5903508b3c001c95e4b2b0e4df625e.jpg,416,416,cyanobacteria,200,8,217,33
Tincion_Cut_Training_mp4-57_jpg.rf.fa5903508b3c001c95e4b2b0e4df625e.jpg,416,416,cyanobacteria,206,383,216,399
Tincion_Cut_Training_mp4-57_jpg.rf.fa5903508b3c001c95e4b2b0e4df625e.jpg,416,416,cumulus,201,305,223,358
Tincion_Cut_Training_mp4-57_jpg.rf.fa5903508b3c001c95e4b2b0e4df625e.jpg,416,416,cyanobacteria,238,336,253,361
Tincion_Cut_Training_mp4-57_jpg.rf.fa5903508b3c001c95e4b2b0e4df625e.jpg,416,416,bubble,221,313,236,338
Tincion_Cut_Training_mp4-57_jpg.rf.fa5903508b3c001c95e4b2b0e4df625e.jpg,416,416,bubble,272,363,287,392
Tincion_Cut_Training_mp4-57_jpg.rf.fa5903508b3c001c95e4b2b0e4df625e.jpg,416,416,bubble,368,327,382,352
Tincion_Cut_Training_mp4-57_jpg.rf.fa5903508b3c001c95e4b2b0e4df625e.jpg,416,416,cyanobacteria,289,266,300,286
Tincion_Cut_Training_mp4-57_jpg.rf.fa5903508b3c001c95e4b2b0e4df625e.jpg,416,416,cyanobacteria,395,306,404,322
Tincion_Cut_Training_mp4-57_jpg.rf.fa5903508b3c001c95e4b2b0e4df625e.jpg,416,416,cyanobacteria,378,209,401,249
Tincion_Cut_Training_mp4-57_jpg.rf.fa5903508b3c001c95e4b2b0e4df625e.jpg,416,416,cyanobacteria,382,118,393,139
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,unidentified,39,16,55,38
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,bubble,52,27,65,47
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,bubble,118,26,134,53
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,bubble,128,74,141,98
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,bubble,110,106,131,139
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,bubble,65,108,86,141
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,cyanobacteria,139,138,160,173
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,cyanobacteria,181,80,202,115
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,cyanobacteria,222,119,245,161
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,cyanobacteria,189,161,211,200
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,cyanobacteria,215,218,239,257
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,cyanobacteria,19,209,46,247
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,cyanobacteria,147,37,171,75
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,unidentified,151,75,160,91
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,bubble,145,76,152,88
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,cyanobacteria,119,273,145,308
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,bubble,76,360,92,388
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,bubble,118,313,133,333
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,bubble,249,120,263,144
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,bubble,251,47,263,69
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,bubble,298,30,309,47
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,unidentified,307,57,318,74
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,bubble,262,228,273,247
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,bubble,249,246,259,262
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,bubble,248,258,255,271
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,cumulus,190,271,250,386
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,unidentified,264,292,275,306
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,bubble,364,206,378,233
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,bubble,376,205,386,225
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,bubble,375,265,385,285
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,bubble,384,379,397,398
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,cyanobacteria,256,344,286,394
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,cyanobacteria,346,346,378,399
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,cyanobacteria,379,112,402,153
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,bubble,373,12,386,33
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,cyanobacteria,309,4,332,36
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,unidentified,351,95,360,109
Tincion_Cut_Training_mp4-114_jpg.rf.facd585553d9a4b2d09b584b2d32ebe4.jpg,416,416,bubble,242,0,251,7
Tincion_Cut_Training_mp4-21_jpg.rf.fa593988476c973dcafbbe540284e165.jpg,416,416,cyanobacteria,28,32,42,60
Tincion_Cut_Training_mp4-21_jpg.rf.fa593988476c973dcafbbe540284e165.jpg,416,416,bubble,47,3,61,25
Tincion_Cut_Training_mp4-21_jpg.rf.fa593988476c973dcafbbe540284e165.jpg,416,416,bubble,102,36,115,65
